date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
#date,#adm1+name,#adm2+name,#loc+market+name,#geo+lat,#geo+lon,#item+type,#item+name,#item+unit,#item+price+flag,#item+price+type,#currency,#value,#value+usd
2/15/2022,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,cereals and tubers,Sorghum (white),90 KG,actual,Wholesale,KES,6750,59.4452
2/15/2022,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,pulses and nuts,Beans (rosecoco),90 KG,actual,Wholesale,KES,7290,64.2008
2/15/2022,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,pulses and nuts,Beans (yellow),90 KG,actual,Wholesale,KES,8145,71.7305
2/15/2022,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,pulses and nuts,Cowpeas,90 KG,actual,Wholesale,KES,5400,47.5561
2/15/2022,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,vegetables and fruits,Kale,50 KG,actual,Wholesale,KES,1643.75,14.476
2/15/2022,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,vegetables and fruits,Onions (dry),13 KG,actual,Wholesale,KES,1365,12.0211
2/15/2022,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,vegetables and fruits,Tomatoes,64 KG,actual,Wholesale,KES,2238.4,19.7129
2/15/2022,North Eastern,Mandera,Takaba (Mandera),3.394616,40.225882,cereals and tubers,"Maize (white, dry)",90 KG,actual,Wholesale,KES,4005,35.2708
2/15/2022,North Eastern,Mandera,Takaba (Mandera),3.394616,40.225882,cereals and tubers,"Potatoes (Irish, red)",50 KG,actual,Wholesale,KES,2300,20.2554
2/15/2022,North Eastern,Mandera,Takaba (Mandera),3.394616,40.225882,cereals and tubers,Rice (aromatic),50 KG,actual,Wholesale,KES,6500,57.2435
2/15/2022,North Eastern,Mandera,Takaba (Mandera),3.394616,40.225882,pulses and nuts,Beans (rosecoco),90 KG,actual,Wholesale,KES,7200,63.4082
2/15/2022,North Eastern,Mandera,Takaba (Mandera),3.394616,40.225882,pulses and nuts,Beans (yellow),90 KG,actual,Wholesale,KES,9375,82.5627
2/15/2022,North Eastern,Mandera,Takaba (Mandera),3.394616,40.225882,vegetables and fruits,Cabbage,126 KG,actual,Wholesale,KES,5247.9,46.2166
2/15/2022,North Eastern,Mandera,Takaba (Mandera),3.394616,40.225882,vegetables and fruits,Onions (dry),13 KG,actual,Wholesale,KES,1025.7,9.033
2/15/2022,Nyanza,Kisumu,Kibuye (Kisumu),-0.0927162,34.7691,cereals and tubers,"Maize (white, dry)",90 KG,actual,Wholesale,KES,3897,34.3197
2/15/2022,Nyanza,Kisumu,Kibuye (Kisumu),-0.0927162,34.7691,cereals and tubers,"Potatoes (Irish, white)",50 KG,actual,Wholesale,KES,2775,24.4386
2/15/2022,Nyanza,Kisumu,Kibuye (Kisumu),-0.0927162,34.7691,cereals and tubers,Rice (aromatic),50 KG,actual,Wholesale,KES,7780,68.5161
2/15/2022,Nyanza,Kisumu,Kibuye (Kisumu),-0.0927162,34.7691,pulses and nuts,Beans (dolichos),90 KG,actual,Wholesale,KES,11997,105.6539
2/15/2022,Nyanza,Kisumu,Kibuye (Kisumu),-0.0927162,34.7691,pulses and nuts,Beans (rosecoco),90 KG,actual,Wholesale,KES,10722.38,94.4287
2/15/2022,Nyanza,Kisumu,Kibuye (Kisumu),-0.0927162,34.7691,pulses and nuts,Beans (yellow),90 KG,actual,Wholesale,KES,11196,98.5997
2/15/2022,Nyanza,Kisumu,Kibuye (Kisumu),-0.0927162,34.7691,vegetables and fruits,Kale,50 KG,actual,Wholesale,KES,1611.25,14.1898
2/15/2022,Nyanza,Kisumu,Kibuye (Kisumu),-0.0927162,34.7691,vegetables and fruits,Onions (dry),13 KG,actual,Wholesale,KES,1024.72,9.0244
2/15/2022,Nyanza,Kisumu,Kibuye (Kisumu),-0.0927162,34.7691,vegetables and fruits,Tomatoes,64 KG,actual,Wholesale,KES,5579.2,49.1343
2/15/2022,Rift Valley,Baringo,Marigat town (Baringo),0.469569,35.980663,cereals and tubers,"Maize (white, dry)",90 KG,actual,Wholesale,KES,3150,27.7411
2/15/2022,Rift Valley,Baringo,Marigat town (Baringo),0.469569,35.980663,cereals and tubers,"Potatoes (Irish, red)",50 KG,actual,Wholesale,KES,4000,35.2268
2/15/2022,Rift Valley,Baringo,Marigat town (Baringo),0.469569,35.980663,cereals and tubers,"Potatoes (Irish, white)",50 KG,actual,Wholesale,KES,4000,35.2268
2/15/2022,Rift Valley,Baringo,Marigat town (Baringo),0.469569,35.980663,cereals and tubers,Rice (aromatic),50 KG,actual,Wholesale,KES,5000,44.0335
2/15/2022,Rift Valley,Baringo,Marigat town (Baringo),0.469569,35.980663,pulses and nuts,Beans (rosecoco),90 KG,actual,Wholesale,KES,8100,71.3342
2/15/2022,Rift Valley,Baringo,Marigat town (Baringo),0.469569,35.980663,pulses and nuts,Beans (yellow),90 KG,actual,Wholesale,KES,11025,97.0938
2/15/2022,Rift Valley,Baringo,Marigat town (Baringo),0.469569,35.980663,vegetables and fruits,Kale,50 KG,actual,Wholesale,KES,1687.5,14.8613
2/15/2022,Rift Valley,Baringo,Marigat town (Baringo),0.469569,35.980663,vegetables and fruits,Onions (dry),13 KG,actual,Wholesale,KES,650,5.7244
2/15/2022,Rift Valley,Baringo,Marigat town (Baringo),0.469569,35.980663,vegetables and fruits,Tomatoes,64 KG,actual,Wholesale,KES,3200,28.1814
2/15/2022,Rift Valley,Kajiado,Illbissil Food Market (Kajiado),-2.09913,36.79296,cereals and tubers,"Potatoes (Irish, white)",50 KG,actual,Wholesale,KES,1855,16.3364
2/15/2022,Rift Valley,Kajiado,Illbissil Food Market (Kajiado),-2.09913,36.79296,pulses and nuts,Beans (yellow),90 KG,actual,Wholesale,KES,9000,79.2602
2/15/2022,Rift Valley,Kajiado,Illbissil Food Market (Kajiado),-2.09913,36.79296,vegetables and fruits,Kale,50 KG,actual,Wholesale,KES,1000,8.8067
2/15/2022,Rift Valley,Kajiado,Illbissil Food Market (Kajiado),-2.09913,36.79296,vegetables and fruits,Onions (dry),13 KG,actual,Wholesale,KES,715,6.2968
2/15/2022,Rift Valley,Kajiado,Illbissil Food Market (Kajiado),-2.09913,36.79296,vegetables and fruits,Tomatoes,64 KG,actual,Wholesale,KES,1920,16.9089
2/15/2022,Rift Valley,Nakuru,Wakulima (Nakuru),-0.303099,36.080026,cereals and tubers,"Maize (white, dry)",90 KG,actual,Wholesale,KES,3150,27.7411
2/15/2022,Rift Valley,Nakuru,Wakulima (Nakuru),-0.303099,36.080026,cereals and tubers,"Potatoes (Irish, white)",50 KG,actual,Wholesale,KES,2695,23.734
2/15/2022,Rift Valley,Nakuru,Wakulima (Nakuru),-0.303099,36.080026,cereals and tubers,Rice (aromatic),50 KG,actual,Wholesale,KES,4725,41.6116
2/15/2022,Rift Valley,Nakuru,Wakulima (Nakuru),-0.303099,36.080026,cereals and tubers,Sorghum (white),90 KG,actual,Wholesale,KES,4500,39.6301
2/15/2022,Rift Valley,Nakuru,Wakulima (Nakuru),-0.303099,36.080026,pulses and nuts,Beans (rosecoco),90 KG,actual,Wholesale,KES,6499.12,57.2358
2/15/2022,Rift Valley,Nakuru,Wakulima (Nakuru),-0.303099,36.080026,pulses and nuts,Beans (yellow),90 KG,actual,Wholesale,KES,6300,55.4822
2/15/2022,Rift Valley,Nakuru,Wakulima (Nakuru),-0.303099,36.080026,vegetables and fruits,Kale,50 KG,actual,Wholesale,KES,1067.5,9.4011
2/15/2022,Rift Valley,Nakuru,Wakulima (Nakuru),-0.303099,36.080026,vegetables and fruits,Onions (dry),13 KG,actual,Wholesale,KES,1119.62,9.8602
2/15/2022,Rift Valley,Nakuru,Wakulima (Nakuru),-0.303099,36.080026,vegetables and fruits,Tomatoes,64 KG,actual,Wholesale,KES,2932.8,25.8283
2/15/2022,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,cereals and tubers,Maize,KG,actual,Wholesale,KES,36.03,0.3173
2/15/2022,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,cereals and tubers,"Maize (white, dry)",90 KG,actual,Wholesale,KES,3424.5,30.1585
2/15/2022,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,cereals and tubers,"Potatoes (Irish, red)",50 KG,actual,Wholesale,KES,5000,44.0335
2/15/2022,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,cereals and tubers,"Potatoes (Irish, white)",50 KG,actual,Wholesale,KES,1950,17.1731
2/15/2022,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,cereals and tubers,Rice (aromatic),50 KG,actual,Wholesale,KES,4600,40.5108
2/15/2022,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,pulses and nuts,Beans (rosecoco),90 KG,actual,Wholesale,KES,6649.5,58.5601
2/15/2022,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,pulses and nuts,Beans (yellow),90 KG,actual,Wholesale,KES,7065,62.2193
2/15/2022,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,vegetables and fruits,Kale,50 KG,actual,Wholesale,KES,3500,30.8234
2/15/2022,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,vegetables and fruits,Onions (dry),13 KG,actual,Wholesale,KES,866.67,7.6325
2/15/2022,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,vegetables and fruits,Tomatoes,64 KG,actual,Wholesale,KES,6041.6,53.2065
2/15/2022,Rift Valley,West Pokot,Lomut (West Pokot),1.4352,35.5744,cereals and tubers,"Potatoes (Irish, red)",50 KG,actual,Wholesale,KES,1488.75,13.111
2/15/2022,Rift Valley,West Pokot,Lomut (West Pokot),1.4352,35.5744,cereals and tubers,"Potatoes (Irish, white)",50 KG,actual,Wholesale,KES,1472.5,12.9679
2/15/2022,Rift Valley,West Pokot,Lomut (West Pokot),1.4352,35.5744,pulses and nuts,Beans (rosecoco),90 KG,actual,Wholesale,KES,8668.5,76.3408
2/15/2022,Rift Valley,West Pokot,Lomut (West Pokot),1.4352,35.5744,pulses and nuts,Beans (yellow),90 KG,actual,Wholesale,KES,11880,104.6235
2/15/2022,Rift Valley,West Pokot,Lomut (West Pokot),1.4352,35.5744,vegetables and fruits,Cabbage,126 KG,actual,Wholesale,KES,4016.25,35.3699
2/15/2022,Rift Valley,West Pokot,Lomut (West Pokot),1.4352,35.5744,vegetables and fruits,Kale,50 KG,actual,Wholesale,KES,2416.25,21.2792
2/15/2022,Rift Valley,West Pokot,Lomut (West Pokot),1.4352,35.5744,vegetables and fruits,Tomatoes,64 KG,actual,Wholesale,KES,3200,28.1814
2/15/2022,Rift Valley,West Pokot,Makutano (West Pokot),1.253093,35.076653,cereals and tubers,"Maize (white, dry)",90 KG,actual,Wholesale,KES,2898,25.5218
2/15/2022,Rift Valley,West Pokot,Makutano (West Pokot),1.253093,35.076653,cereals and tubers,"Potatoes (Irish, white)",50 KG,actual,Wholesale,KES,1217.5,10.7221
2/15/2022,Rift Valley,West Pokot,Makutano (West Pokot),1.253093,35.076653,cereals and tubers,Rice (aromatic),50 KG,actual,Wholesale,KES,5000,44.0335
2/15/2022,Rift Valley,West Pokot,Makutano (West Pokot),1.253093,35.076653,pulses and nuts,Beans (dolichos),90 KG,actual,Wholesale,KES,6750,59.4452
2/15/2022,Rift Valley,West Pokot,Makutano (West Pokot),1.253093,35.076653,pulses and nuts,Beans (rosecoco),90 KG,actual,Wholesale,KES,6498,57.2259
2/15/2022,Rift Valley,West Pokot,Makutano (West Pokot),1.253093,35.076653,pulses and nuts,Beans (yellow),90 KG,actual,Wholesale,KES,7040.25,62.0013
2/15/2022,Rift Valley,West Pokot,Makutano (West Pokot),1.253093,35.076653,vegetables and fruits,Cabbage,126 KG,actual,Wholesale,KES,1946.7,17.144
2/15/2022,Rift Valley,West Pokot,Makutano (West Pokot),1.253093,35.076653,vegetables and fruits,Kale,50 KG,actual,Wholesale,KES,856.25,7.5407
2/15/2022,Rift Valley,West Pokot,Makutano (West Pokot),1.253093,35.076653,vegetables and fruits,Onions (dry),13 KG,actual,Wholesale,KES,845,7.4417
2/15/2022,Rift Valley,West Pokot,Makutano (West Pokot),1.253093,35.076653,vegetables and fruits,Tomatoes,64 KG,actual,Wholesale,KES,2224,19.5861
3/15/2022,Central,Nyeri,Karatina (Nyeri),-0.4817,37.1251,cereals and tubers,"Maize (white, dry)",90 KG,actual,Wholesale,KES,2997,26.2549
3/15/2022,Central,Nyeri,Karatina (Nyeri),-0.4817,37.1251,cereals and tubers,"Potatoes (Irish, red)",50 KG,actual,Wholesale,KES,2117.5,18.5502
3/15/2022,Central,Nyeri,Karatina (Nyeri),-0.4817,37.1251,cereals and tubers,Sorghum (white),90 KG,actual,Wholesale,KES,5400,47.3062
3/15/2022,Central,Nyeri,Karatina (Nyeri),-0.4817,37.1251,vegetables and fruits,Kale,50 KG,actual,Wholesale,KES,1250,10.9505
3/15/2022,Central,Nyeri,Karatina (Nyeri),-0.4817,37.1251,vegetables and fruits,Onions (dry),13 KG,actual,Wholesale,KES,942.5,8.2567
3/15/2022,Central,Nyeri,Karatina (Nyeri),-0.4817,37.1251,vegetables and fruits,Tomatoes,64 KG,actual,Wholesale,KES,2960,25.9308
3/15/2022,Eastern,Machakos,Tala Centre Market (Machakos),-1.26703,37.32013,cereals and tubers,"Potatoes (Irish, white)",50 KG,actual,Wholesale,KES,2500,21.901
3/15/2022,Eastern,Machakos,Tala Centre Market (Machakos),-1.26703,37.32013,cereals and tubers,Rice (aromatic),50 KG,actual,Wholesale,KES,7187.5,62.9654
3/15/2022,Eastern,Machakos,Tala Centre Market (Machakos),-1.26703,37.32013,pulses and nuts,Beans (rosecoco),90 KG,actual,Wholesale,KES,6000,52.5624
3/15/2022,Eastern,Machakos,Tala Centre Market (Machakos),-1.26703,37.32013,pulses and nuts,Beans (yellow),90 KG,actual,Wholesale,KES,8280,72.5361
3/15/2022,Eastern,Machakos,Tala Centre Market (Machakos),-1.26703,37.32013,vegetables and fruits,Kale,50 KG,actual,Wholesale,KES,1416.67,12.4106
3/15/2022,Eastern,Machakos,Tala Centre Market (Machakos),-1.26703,37.32013,vegetables and fruits,Onions (dry),13 KG,actual,Wholesale,KES,1113.67,9.7562
3/15/2022,Eastern,Machakos,Tala Centre Market (Machakos),-1.26703,37.32013,vegetables and fruits,Tomatoes,64 KG,actual,Wholesale,KES,4480,39.2466
3/15/2022,Eastern,Makueni,Kathonzweni (Makueni),-1.91347,37.73165,cereals and tubers,"Maize (white, dry)",90 KG,actual,Wholesale,KES,3330,29.1721
3/15/2022,Eastern,Makueni,Kathonzweni (Makueni),-1.91347,37.73165,cereals and tubers,"Potatoes (Irish, white)",50 KG,actual,Wholesale,KES,2333.33,20.4409
3/15/2022,Eastern,Makueni,Kathonzweni (Makueni),-1.91347,37.73165,vegetables and fruits,Onions (dry),13 KG,actual,Wholesale,KES,606.67,5.3146
3/15/2022,Eastern,Makueni,Kathonzweni (Makueni),-1.91347,37.73165,vegetables and fruits,Tomatoes,64 KG,actual,Wholesale,KES,2880,25.23
3/15/2022,Eastern,Meru South,Kaanwa (Tharaka Nithi),-0.3211866,37.71912,cereals and tubers,"Maize (white, dry)",90 KG,actual,Wholesale,KES,2362.5,20.6965
3/15/2022,Eastern,Meru South,Kaanwa (Tharaka Nithi),-0.3211866,37.71912,cereals and tubers,"Potatoes (Irish, white)",50 KG,actual,Wholesale,KES,1937.5,16.9733
3/15/2022,Eastern,Meru South,Kaanwa (Tharaka Nithi),-0.3211866,37.71912,cereals and tubers,Sorghum (white),90 KG,actual,Wholesale,KES,4106.25,35.9724
3/15/2022,Eastern,Meru South,Kaanwa (Tharaka Nithi),-0.3211866,37.71912,pulses and nuts,Beans (rosecoco),90 KG,actual,Wholesale,KES,5850,51.2484
3/15/2022,Eastern,Meru South,Kaanwa (Tharaka Nithi),-0.3211866,37.71912,pulses and nuts,Beans (yellow),90 KG,actual,Wholesale,KES,7031.25,61.5966
3/15/2022,Eastern,Meru South,Kaanwa (Tharaka Nithi),-0.3211866,37.71912,vegetables and fruits,Kale,50 KG,actual,Wholesale,KES,1937.5,16.9733
3/15/2022,Eastern,Meru South,Kaanwa (Tharaka Nithi),-0.3211866,37.71912,vegetables and fruits,Onions (dry),13 KG,actual,Wholesale,KES,1056.25,9.2532
3/15/2022,Eastern,Meru South,Kaanwa (Tharaka Nithi),-0.3211866,37.71912,vegetables and fruits,Tomatoes,64 KG,actual,Wholesale,KES,2240,19.6233
3/15/2022,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,cereals and tubers,"Maize (white, dry)",90 KG,actual,Wholesale,KES,2918.25,25.565
3/15/2022,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,cereals and tubers,"Potatoes (Irish, white)",50 KG,actual,Wholesale,KES,2015,17.6522
3/15/2022,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,cereals and tubers,Rice (aromatic),50 KG,actual,Wholesale,KES,6637.5,58.1472
3/15/2022,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,pulses and nuts,Beans (dolichos),90 KG,actual,Wholesale,KES,5502,48.1997
3/15/2022,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,pulses and nuts,Beans (rosecoco),90 KG,actual,Wholesale,KES,6775.88,59.3594
3/15/2022,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,pulses and nuts,Beans (yellow),90 KG,actual,Wholesale,KES,7740,67.8055
3/15/2022,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,vegetables and fruits,Cabbage,126 KG,actual,Wholesale,KES,2362.5,20.6965
3/15/2022,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,vegetables and fruits,Kale,50 KG,actual,Wholesale,KES,750,6.5703
3/15/2022,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,vegetables and fruits,Onions (dry),13 KG,actual,Wholesale,KES,699.08,6.1242
3/15/2022,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,vegetables and fruits,Tomatoes,64 KG,actual,Wholesale,KES,2894.4,25.3561
3/15/2022,Nairobi,Nairobi,Kitengela (Kajiado),-1.285515,36.8556,cereals and tubers,"Potatoes (Irish, white)",50 KG,actual,Wholesale,KES,2070,18.134
3/15/2022,Nairobi,Nairobi,Kitengela (Kajiado),-1.285515,36.8556,cereals and tubers,Rice (aromatic),50 KG,actual,Wholesale,KES,7000,61.3228
3/15/2022,Nairobi,Nairobi,Kitengela (Kajiado),-1.285515,36.8556,pulses and nuts,Beans (rosecoco),90 KG,actual,Wholesale,KES,7200,63.0749
3/15/2022,Nairobi,Nairobi,Kitengela (Kajiado),-1.285515,36.8556,pulses and nuts,Beans (yellow),90 KG,actual,Wholesale,KES,7650,67.0171
3/15/2022,Nairobi,Nairobi,Kitengela (Kajiado),-1.285515,36.8556,vegetables and fruits,Kale,50 KG,actual,Wholesale,KES,1416.67,12.4106
3/15/2022,Nairobi,Nairobi,Kitengela (Kajiado),-1.285515,36.8556,vegetables and fruits,Onions (dry),13 KG,actual,Wholesale,KES,953.33,8.3516
3/15/2022,Nairobi,Nairobi,Kitengela (Kajiado),-1.285515,36.8556,vegetables and fruits,Tomatoes,64 KG,actual,Wholesale,KES,3520,30.8366
3/15/2022,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,cereals and tubers,Maize,KG,actual,Wholesale,KES,25.03,0.2193
3/15/2022,Nairobi,Nairobi,Wakulima (Nairobi),-1.28745,36.83173,vegetables and fruits,Tomatoes,64 KG,actual,Wholesale,KES,3443.2,30.1638
3/15/2022,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,cereals and tubers,"Maize (white, dry)",90 KG,actual,Wholesale,KES,3660,32.0631
3/15/2022,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,cereals and tubers,"Potatoes (Irish, white)",50 KG,actual,Wholesale,KES,2250,19.7109
3/15/2022,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,cereals and tubers,Rice (aromatic),50 KG,actual,Wholesale,KES,6312.5,55.3
3/15/2022,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,cereals and tubers,Sorghum (white),90 KG,actual,Wholesale,KES,6885,60.3154
3/15/2022,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,pulses and nuts,Beans (rosecoco),90 KG,actual,Wholesale,KES,7515,65.8344
3/15/2022,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,pulses and nuts,Beans (yellow),90 KG,actual,Wholesale,KES,8640,75.6899
3/15/2022,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,vegetables and fruits,Kale,50 KG,actual,Wholesale,KES,1631.25,14.2904
3/15/2022,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,vegetables and fruits,Tomatoes,64 KG,actual,Wholesale,KES,2699.2,23.6461
3/15/2022,North Eastern,Mandera,Takaba (Mandera),3.394616,40.225882,cereals and tubers,Rice (aromatic),50 KG,actual,Wholesale,KES,6400,56.0666
3/15/2022,North Eastern,Mandera,Takaba (Mandera),3.394616,40.225882,pulses and nuts,Beans (rosecoco),90 KG,actual,Wholesale,KES,7245,63.4691
3/15/2022,North Eastern,Mandera,Takaba (Mandera),3.394616,40.225882,pulses and nuts,Beans (yellow),90 KG,actual,Wholesale,KES,8932.5,78.2523
3/15/2022,Nyanza,Kisumu,Kibuye (Kisumu),-0.0927162,34.7691,cereals and tubers,"Potatoes (Irish, white)",50 KG,actual,Wholesale,KES,2875,25.1862
3/15/2022,Nyanza,Kisumu,Kibuye (Kisumu),-0.0927162,34.7691,cereals and tubers,Rice (aromatic),50 KG,actual,Wholesale,KES,7780,68.1559
3/15/2022,Nyanza,Kisumu,Kibuye (Kisumu),-0.0927162,34.7691,pulses and nuts,Beans (dolichos),90 KG,actual,Wholesale,KES,11997,105.0986
3/15/2022,Nyanza,Kisumu,Kibuye (Kisumu),-0.0927162,34.7691,pulses and nuts,Beans (rosecoco),90 KG,actual,Wholesale,KES,10797.75,94.5926
3/15/2022,Nyanza,Kisumu,Kibuye (Kisumu),-0.0927162,34.7691,pulses and nuts,Beans (yellow),90 KG,actual,Wholesale,KES,11196,98.0815
3/15/2022,Nyanza,Kisumu,Kibuye (Kisumu),-0.0927162,34.7691,vegetables and fruits,Kale,50 KG,actual,Wholesale,KES,1591.25,13.94
3/15/2022,Nyanza,Kisumu,Kibuye (Kisumu),-0.0927162,34.7691,vegetables and fruits,Onions (dry),13 KG,actual,Wholesale,KES,999.7,8.7578
3/15/2022,Nyanza,Kisumu,Kibuye (Kisumu),-0.0927162,34.7691,vegetables and fruits,Tomatoes,64 KG,actual,Wholesale,KES,5600,49.0583
3/15/2022,Rift Valley,Baringo,Marigat town (Baringo),0.469569,35.980663,cereals and tubers,"Maize (white, dry)",90 KG,actual,Wholesale,KES,3150,27.5953
3/15/2022,Rift Valley,Baringo,Marigat town (Baringo),0.469569,35.980663,cereals and tubers,"Potatoes (Irish, red)",50 KG,actual,Wholesale,KES,4000,35.0416
3/15/2022,Rift Valley,Baringo,Marigat town (Baringo),0.469569,35.980663,pulses and nuts,Beans (dolichos),90 KG,actual,Wholesale,KES,8400,73.5874
3/15/2022,Rift Valley,Baringo,Marigat town (Baringo),0.469569,35.980663,pulses and nuts,Beans (rosecoco),90 KG,actual,Wholesale,KES,8175,71.6163
3/15/2022,Rift Valley,Baringo,Marigat town (Baringo),0.469569,35.980663,pulses and nuts,Beans (yellow),90 KG,actual,Wholesale,KES,10800,94.6124
3/15/2022,Rift Valley,Baringo,Marigat town (Baringo),0.469569,35.980663,pulses and nuts,Cowpeas,90 KG,actual,Wholesale,KES,8250,72.2733
3/15/2022,Rift Valley,Baringo,Marigat town (Baringo),0.469569,35.980663,vegetables and fruits,Kale,50 KG,actual,Wholesale,KES,1583.33,13.8706
3/15/2022,Rift Valley,Baringo,Marigat town (Baringo),0.469569,35.980663,vegetables and fruits,Onions (dry),13 KG,actual,Wholesale,KES,780,6.8331
3/15/2022,Rift Valley,Baringo,Marigat town (Baringo),0.469569,35.980663,vegetables and fruits,Tomatoes,64 KG,actual,Wholesale,KES,3200,28.0333
3/15/2022,Rift Valley,Nakuru,Wakulima (Nakuru),-0.303099,36.080026,cereals and tubers,"Maize (white, dry)",90 KG,actual,Wholesale,KES,3150,27.5953
3/15/2022,Rift Valley,Nakuru,Wakulima (Nakuru),-0.303099,36.080026,cereals and tubers,"Potatoes (Irish, white)",50 KG,actual,Wholesale,KES,3076.25,26.9492
3/15/2022,Rift Valley,Nakuru,Wakulima (Nakuru),-0.303099,36.080026,cereals and tubers,Rice (aromatic),50 KG,actual,Wholesale,KES,4940,43.2764
3/15/2022,Rift Valley,Nakuru,Wakulima (Nakuru),-0.303099,36.080026,cereals and tubers,Sorghum (white),90 KG,actual,Wholesale,KES,4500,39.4218
3/15/2022,Rift Valley,Nakuru,Wakulima (Nakuru),-0.303099,36.080026,pulses and nuts,Beans (dolichos),90 KG,actual,Wholesale,KES,6988.5,61.2221
3/15/2022,Rift Valley,Nakuru,Wakulima (Nakuru),-0.303099,36.080026,pulses and nuts,Beans (rosecoco),90 KG,actual,Wholesale,KES,6367.5,55.7819
